Word,Frequency
naftanña,2
salapejo,2
fanogcha,2
umanafandaña,2
janasajnge,2
inereda,2
namatungo,2
jasesetbe,2
jacolat,2
manalie,2
tesoro,2
oyero,2
tinagon,2
untojgue,2
maadadaje,2
ninagosmanman,2
uncorona,2
tribuna,2
prisipen,2
ujagagao,2
señotmame,2
sendalon,2
pretorio,2
calolotmo,2
corona,2
jachague,2
uchinilie,2
gracias,2
numalo,2
manmaatane,2
malachae,2
infananges,2
juchico,2
ufangone,2
inyilang,2
naanmiyo,2
inqueneyo,2
mamnanagüe,2
iyonmiyo,2
ponsio,2
sabactani,2
unfunas,2
patmada,2
lama,2
guelat,2
unlalatde,2
unfatachong,2
manmaego,2
umagagao,2
gumiguimen,2
japlantaye,2
finaboresen,2
intientayo,2
mangacasao,2
uasagua,2
jucalamten,2
tiniteg,2
siniplica,2
masuplica,2
magagonñija,2
mamantiene,2
chatsaga,2
amunmiyo,2
guia,2
munasantos,2
catre,2
yetba,2
buena,2
mamananagüejao,2
magajetjao,2
cuentosña,2
guinasgasmo,2
lagat,2
mapogsae,2
tafanmamajan,2
eredero,2
utaetae,2
janafanmanman,2
umaconegüe,2
unofrese,2
jupredica,2
janalisto,2
fangualuaña,2
mapredidica,2
siudaña,2
ujapredica,2
manmaagang,2
jilonmame,2
ujaecungogja,2
ináplacha,2
hipocresia,2
minamaela,2
inginon,2
taten,2
ujachule,2
jinanaonmiyo,2
miisao,2
masanganñaejon,2
ensiguidas,2
cumuentuse,2
gapuniluña,2
mangojo,2
manguiguimen,2
infanmannangga,2
atca,2
señotmiyo,2
uninanae,2
matagoyo,2
sumungon,2
fanmauleg,2
juana,2
maguaeyaña,2
colebla,2
binoñija,2
escribasija,2
inpetsigue,2
jâgân,2
abel,2
unsinatba,2
poyitasña,2
cayejonña,2
guimanmiyo,2
mataotagüe,2
taotaoja,2
janafotgon,2
jumalomyo,2
pineloco,2
managpange,2
bumaela,2
jinengguenñija,2
guajaja,2
jaguefchatlie,2
chetnotña,2
infanmajusga,2
abale,2
infanmamediye,2
juadora,2
guseña,2
unalog,2
manjiningog,2
seaja,2
mabotlea,2
tataloñija,2
tafanmamatinas,2
infanmababaye,2
uguaeya,2
ombre,2
ungode,2
fiet,2
masaluda,2
jaayuda,2
jetno,2
reprende,2
umayuyunat,2
tatamoja,2
fannanaetnon,2
poliya,2
lamas,2
onraco,2
sumetbe,2
jaguflie,2
pechoña,2
insetbe,2
ujaosgueyo,2
bale,2
yinite,2
lirio,2
janafanbula,2
bóboan,2
tunasja,2
saganñija,2
jaago,2
jumananaogüe,2
infanmagof,2
jusesetbe,2
machague,2
lisensia,2
jujafot,2
manmanman,2
maoosgueja,2
gaemanganite,2
manguine,2
usangane,2
candetto,2
jinenggueñija,2
unaejit,2
mañususo,2
maasiin,2
matietienta,2
janalibreyo,2
claroja,2
janasagayo,2
enemiguta,2
ubinate,2
amigonmiyo,2
sumosoda,2
untugue,2
cuentamo,2
sais,2
títucan,2
ufanmanguaefe,2
umogagao,2
profetaña,2
doctrinaña,2
unnagasgas,2
mayetdomujo,2
bronse,2
sagajo,2
junajomlo,2
sanganja,2
malilie,2
umanataquilo,2
catpintero,2
umana,2
jaaumenta,2
janafanmalag,2
manasne,2
ufapos,2
umagacha,2
candelero,2
janamalag,2
fañañaque,2
famumuno,2
testimonion,2
bababa,2
unjaso,2
machulie,2
inamcoña,2
untalo,2
indalalag,2
chalanmiyo,2
tiyanmo,2
ufanmafanaan,2
minan,2
jalilicue,2
umauleg,2
minapot,2
mangae,2
unmantiene,2
junafanpescadot,2
linachiña,2
jalememenda,2
mames,2
moneda,2
evangelio,2
recto,2
manparalitico,2
sentensian,2
uiyonñija,2
ufanmaagange,2
mame,2
unenentrega,2
jiniyong,2
umisagüe,2
unjuyong,2
manmanjatsa,2
ufanmaasne,2
unyenite,2
jasusede,2
infanmalago,2
finatoña,2
manmangue,2
chechomame,2
matagoña,2
munjayanyo,2
munachachatsaga,2
jadadalalagjit,2
inchema,2
undudog,2
inasisie,2
jajogüe,2
tododos,2
maasenña,2
tabernaculo,2
timanunas,2
mannanaeyo,2
tentagon,2
umábale,2
uninapodong,2
inapattan,2
ilumo,2
pumatmada,2
fasumo,2
capamo,2
infanfamaguon,2
ujafanaetae,2
mumalago,2
jasungon,2
juaregla,2
chatlie,2
enemigonmiyo,2
tayuyute,2
manaechetnot,2
ancho,2
nobentainuebe,2
jaadodora,2
jumatagpange,2
machuliegüe,2
uninalibre,2
guiniut,2
cuenta,2
jachochogüe,2
jumantiene,2
ufanmasentensia,2
japetsisigue,2
sumanmena,2
chumague,2
mansineda,2
umacuentuse,2
unnatungoyo,2
ninamalayo,2
infandescansa,2
uereda,2
sanmenañija,2
jupoluye,2
manmamómogsae,2
tingoja,2
corasin,2
silisio,2
songunon,2
liniimo,2
lajiñaja,2
yugojo,2
manáchamalingo,2
milagron,2
juayig,2
mafanue,2
mangachogña,2
ucano,2
mamaleja,2
naatog,2
mamómocat,2
munamatutungo,2
agapajo,2
manecungog,2
inquetungo,2
fanmamamauleg,2
lumálamodong,2
unguimen,2
parientesña,2
ufanmangone,2
juofrese,2
jasagagaye,2
tatanñija,2
quinse,2
senguaguan,2
manaliligao,2
petlas,2
masajguane,2
taegüinija,2
manasaga,2
infanfinanagüe,2
madadaje,2
guimayuusñija,2
jumalon,2
arina,2
libadura,2
japagat,2
mafañaguña,2
gumupot,2
bende,2
ufanmanjungog,2
atadogmiyo,2
japapalae,2
maecungog,2
ratoja,2
patten,2
mafafaesen,2
fottunajo,2
sacude,2
inadadaje,2
inguede,2
ineredajo,2
pepitas,2
ayjao,2
manacabales,2
gachumocho,2
pinecatmame,2
unescusayo,2
talangan,2
andesmoronan,2
mamajanyo,2
cosechaña,2
gumupo,2
griega,2
jatomba,2
tadeo,2
umintrega,2
setmon,2
manmanco,2
pañales,2
agange,2
unmaapase,2
mangalamten,2
gusise,2
pastotñija,2
manadingo,2
janafanmamagong,2
linalatdemo,2
jachuleyo,2
rumechasa,2
ufangagao,2
jajanao,2
güinaefen,2
manmanbotlea,2
ufanue,2
casaojo,2
tumola,2
mumetgot,2
janafunjayan,2
ninajomlo,2
senajo,2
manchinalapon,2
ninagoslalalo,2
sumospiros,2
utaloja,2
satbadot,2
pumetsisigue,2
umatompo,2
juguaeyajao,2
intitujon,2
premion,2
mangejalom,2
patgonñija,2
unabula,2
manafangajulo,2
jara,2
matuna,2
uamot,2
magodeña,2
rasa,2
manbaela,2
numajomlo,2
pares,2
jaalaba,2
manmamómocat,2
juangoco,2
insacude,2
infanchinatlie,2
gomora,2
munatataelaye,2
infanmacone,2
manmaentrega,2
julibre,2
quinenbida,2
anog,2
timalago,2
manguinemano,2
torijo,2
leca,2
janajalom,2
sanganñaejon,2
manmatufong,2
pumuneyo,2
suegraña,2
ufaninestotba,2
bumela,2
infanmangagao,2
cacana,2
jacajulo,2
tiguangjo,2
cuatton,2
tumogue,2
minaego,2
flechan,2
jayamag,2
umanafangajulo,2
tiso,2
majasusuye,2
lumalatdejao,2
mumamaya,2
umalayo,2
pafo,2
jachatfino,2
adam,2
manmalalatde,2
manengjeng,2
pidasito,2
lebiatan,2
pisidia,2
mañeñas,2
biajeja,2
sumatba,2
inetnonmo,2
pastajimo,2
unyutejam,2
sino,2
consejumo,2
jechurañija,2
jumungogyo,2
agabo,2
janaejit,2
unsatbo,2
maaligao,2
sacanñija,2
manpredica,2
manyomog,2
unpula,2
catneñija,2
estabaja,2
lydda,2
eneas,2
ufanbasnag,2
inae,2
tabita,2
dorcas,2
jufamatquilo,2
paja,2
tinayuyutmo,2
mumemegae,2
janafanmalofan,2
soan,2
manfitme,2
manninanangga,2
jasanganeyo,2
inecungog,2
sacanjo,2
tapredica,2
umesgaejon,2
manmayengyong,2
dinesparejo,2
unsinangane,2
janafangalamten,2
judague,2
mabira,2
aha,2
ujasatba,2
adios,2
cantasion,2
mangama,2
pumetsigue,2
tiendañija,2
manmaencatga,2
lystra,2
manmanmofefea,2
ocodo,2
frygia,2
galasia,2
misia,2
minamajlaojo,2
fanmannae,2
indandane,2
pinelonmame,2
gaecuetdas,2
manbulacho,2
cariño,2
malalatdeco,2
filipos,2
linalatdeñija,2
inigo,2
juyongyo,2
munadaña,2
lydia,2
umututyo,2
manasodajam,2
manmaofrese,2
ufansenmagof,2
grasiaña,2
janataelaye,2
manmadibide,2
ufanmasapet,2
licaonia,2
ufanbula,2
ufandichoso,2
ufanbendise,2
ujasoda,2
unoriyayeyo,2
infanmalag,2
peble,2
sabá,2
manecon,2
sumenmegae,2
mangagama,2
ufañatba,2
mamoblemo,2
aumenta,2
unnalâlâjam,2
manmámamaela,2
tiningoñija,2
usinangan,2
sinala,2
petsigue,2
ujafañuja,2
freno,2
neñicot,2
tininajo,2
mumantieneyo,2
carta,2
satbadotñija,2
catneja,2
macase,2
jinilamo,2
munacadada,2
filon,2
utafansatbo,2
contrariuña,2
coronaña,2
gosmagajet,2
jufanjula,2
manunoja,2
junasaga,2
balen,2
canggelonña,2
minagajetto,2
consuelo,2
oras,2
maayeg,2
tanto,2
gagaoyo,2
hermon,2
manafanjomlo,2
gosnamaañao,2
junafitme,2
semiyamo,2
manmasoda,2
manestabaja,2
minamaañaomo,2
umaagangyo,2
manatungojo,2
lachago,2
munafanjanao,2
manajomlo,2
munamamajlao,2
pumoloyo,2
najuyong,2
munaaatog,2
lumadangculo,2
palma,2
juchuda,2
tinaquilo,2
manman,2
lachog,2
caduco,2
cuetdasña,2
juonra,2
yumuteyo,2
patriarca,2
maaumenta,2
mangugupo,2
manmapapatte,2
tiradot,2
umamparayo,2
bonita,2
guajajam,2
fanagüejam,2
jaalalaba,2
coridot,2
sacanmame,2
inpine,2
pegno,2
manlacho,2
tiningomiyo,2
cristoña,2
lalangoyo,2
unachatsagayo,2
manmautut,2
uinalabajao,2
jubira,2
manalibre,2
anos,2
ujaadora,2
jechura,2
tabernaculon,2
machuchule,2
godeña,2
aninengña,2
maatituye,2
magicaña,2
manmapreso,2
jatayuyute,2
ayudajam,2
lumachae,2
unadajeyo,2
didideja,2
jaesgaejon,2
unafañocho,2
santate,2
jatataetae,2
ninafantriste,2
tienda,2
generasionña,2
tinaga,2
nita,2
unnana,2
minaepen,2
lalo,2
ugode,2
munamayengyong,2
contrarioñija,2
unjajaso,2
munamagas,2
iyagüiya,2
tumufong,2
manchinachat,2
tumunogyo,2
gamaliel,2
jualabagüe,2
papapa,2
ufanalaba,2
julilis,2
tanota,2
tanomame,2
binaba,2
egsojo,2
unfannae,2
yumuyulang,2
manafangalamten,2
líbano,2
gorrión,2
manmancautiba,2
ngasan,2
inigoñija,2
manaegüije,2
umaagange,2
manparientesña,2
madian,2
jausa,2
janafanmayute,2
nafanlibre,2
rescata,2
mapagages,2
jaatitutuye,2
mesopotamia,2
biblia,2
atcosñija,2
gâjo,2
quelatmo,2
masodayo,2
uagang,2
mafaaelajo,2
ufanparejo,2
cotdero,2
tumotojgueyo,2
urico,2
manbendise,2
ufanquinano,2
tatnae,2
nengcanoñija,2
parabola,2
sendaloña,2
managpapa,2
namagof,2
liniimame,2
jiningogmame,2
tarsis,2
edaña,2
luego,2
palasyoña,2
jinisgaña,2
mangobiebietna,2
rayta,2
chetnotto,2
sentaquilo,2
guinana,2
laapmam,2
tertulo,2
ocodon,2
provinsia,2
minagofmo,2
unjusgayo,2
telang,2
umacondena,2
unasuja,2
gaetiningo,2
janametgot,2
fionña,2
unguaja,2
embidia,2
ufanmalayo,2
unquinene,2
sumasagaja,2
ufanguimen,2
manmayamag,2
ufamanue,2
unninae,2
unajuyong,2
ninangganñiñija,2
maprereso,2
siningon,2
hisopo,2
jalolom,2
mafatinasyo,2
manquinababayo,2
juisagüe,2
jaonrayo,2
dano,2
utaegüe,2
canaemiyo,2
jutaquilo,2
caretan,2
masondalea,2
unnafanmamajlao,2
chumatliijam,2
ulibreyo,2
ingacha,2
chinile,2
tabetnaculumo,2
uesgaejonyo,2
numango,2
unrechasa,2
malefajao,2
napomo,2
palangpang,2
famatquilo,2
publio,2
estotbajao,2
maposyo,2
janaegueng,2
guija,2
unmantieneyo,2
unacajuloyo,2
dedegoña,2
judeclara,2
talangajo,2
uliiyo,2
jupune,2
ulinibre,2
atrasasao,2
gapotulo,2
yafae,2
brasa,2
marinero,2
munabasta,2
unnafanmamajlaojam,2
ucalamten,2
jufatoigüe,2
minetgotta,2
jumapuno,2
fatta,2
manmaplanta,2
julio,2
sulong,2
agapamo,2
musica,2
jajatot,2
mangachongmo,2
lañan,2
siesiempre,2
jutriste,2
mannamaañao,2
minagasmo,2
chadeg,2
unayudajam,2
inestira,2
manmajatsa,2
layag,2
mañoñonggue,2
jatampe,2
inangoconmiyo,2
oriyanmame,2
balenñija,2
unbende,2
catorse,2
japopolo,2
liniemo,2
maconeyo,2
napoñija,2
usinentensia,2
manlachago,2
unayeg,2
apolos,2
alejandria,2
mafanagüe,2
mantiene,2
ninafanlamen,2
manmanprofetisa,2
janafanmalagtos,2
quejaco,2
unfanmagof,2
demetrio,2
palagse,2
ujaspog,2
manatog,2
manmanguadog,2
iyomoja,2
maesagüe,2
dianan,2
teatro,2
magalalaje,2
condisioñija,2
chuda,2
manmanbendidise,2
padet,2
infanmapuno,2
jumanacalamten,2
torejo,2
janaquieto,2
señatmo,2
aristarcho,2
gasgasyo,2
manmapula,2
mandadangdang,2
gamo,2
sargento,2
janafanlamen,2
satbasionta,2
patangta,2
ninangganmamame,2
miyares,2
siésiempreja,2
gostaquilo,2
manmagagao,2
piluña,2
manjungog,2
jaatborota,2
jajungogyo,2
yayas,2
mayeyengyong,2
fansenmagof,2
yah,2
ubendisejit,2
jilomame,2
ucuentos,2
tatneron,2
manmañetnot,2
unchulejam,2
pastaje,2
finaposmo,2
sutcoñija,2
sacanña,2
manaeyo,2
unpetsisigueyo,2
culebbla,2
canaenmiyo,2
senturon,2
manudo,2
jucantayejao,2
gaeiyo,2
magajetja,2
infanjame,2
jaresibejam,2
ufanago,2
munadangculo,2
ujapañotyo,2
jaaniñija,2
uminantiene,2
malagnos,2
in,2
mantica,2
guaot,2
inaganjo,2
duro,2
usatbayo,2
ufansinetta,2
jinasonmame,2
umachatlie,2
maesayo,2
lumalatdeyo,2
usuja,2
jupetsigue,2
balotña,2
manresibeyo,2
binenon,2
chumatlieyo,2
trófimo,2
ufanmamagof,2
luto,2
pechoco,2
asos,2
ileleco,2
gachongjo,2
sucot,2
jumide,2
opejam,2
ujatsa,2
mileto,2
yumutejam,2
minetgotjo,2
jusetbe,2
lachae,2
ufanmacone,2
patangmame,2
manbasta,2
manboruruca,2
manafangasgas,2
unbisita,2
manmejga,2
manjujusga,2
mansinenggue,2
yinilangña,2
manadingojam,2
umalofan,2
yamag,2
manmañodajam,2
inquimple,2
ponto,2
juconfesatñaejon,2
lumalalatde,2
inapmamña,2
pastajiña,2
mafachet,2
matias,2
janaadotgan,2
pentecostes,2
mumaañaogüe,2
junamamaela,2
prinsipeña,2
tanges,2
manmachiguet,2
umanafanjanao,2
secreton,2
pinatgonmo,2
la,2
umaase,2
gofmegae,2
unmaase,2
fandadaña,2
laymame,2
descansoco,2
manjajame,2
fejman,2
japoloyo,2
enaogüe,2
talagaña,2
upula,2
tunico,2
ninalaolao,2
sacanmo,2
tajujungog,2
jucano,2
chinatsagaña,2
elegñija,2
jinasojo,2
chinatsagan,2
laymiyo,2
naregla,2
setbe,2
chagueyo,2
chague,2
finataeña,2
flores,2
junafanjanao,2
janameton,2
lenso,2
namaesaja,2
sumesetbeyo,2
aposentuña,2
chinagoña,2
ujadalalag,2
jumaentrega,2
infantriste,2
lalâlâyo,2
barsabas,2
causañija,2
pinalaejo,2
bayesija,2
isaota,2
utampe,2
falot,2
fanjalom,2
justo,2
yuusjo,2
cumuentutuse,2
maninina,2
guijilo,2
infanmanogcha,2
jufanaan,2
liyangñija,2
guinatbo,2
raymiyo,2
senbula,2
matachongyo,2
uiyon,2
unguflie,2
juguflie,2
chetnotmo,2
piso,2
juatane,2
manason,2
ungüaeya,2
mafalulutan,1
chusa,1
munamagode,1
ufanmanresibe,1
coos,1
rodas,1
manaelayen,1
pátara,1
nanafanmagong,1
numanafanungo,1
intutujon,1
umadescatga,1
mayetdomon,1
mapresuña,1
susana,1
fofotgon,1
manchiniguit,1
manaejale,1
ufanmasatba,1
mananges,1
matogtog,1
ujaaatanja,1
magacha,1
unfafaesen,1
jagueguesatan,1
agâgâ,1
infanayog,1
machico,1
ninafansenpinite,1
maeisñija,1
fanmamocat,1
jajanaogüe,1
consuelonmiyo,1
romanoyo,1
sidron,1
unpalae,1
ujanagasgas,1
tolemaida,1
ebangelista,1
manmanaligao,1
prinsipin,1
monedan,1
matee,1
quinientos,1
dumídibe,1
unsaulag,1
umaegsamina,1
sinagogo,1
manmanmatinas,1
umagange,1
jachichico,1
adengjom,1
manmanayuyutjam,1
mandimojam,1
manmaosgaejonjam,1
inadajeñiñija,1
infanñalang,1
inpilo,1
unfanmalingo,1
mañachaleg,1
ynepeña,1
infanugong,1
ufanasie,1
manjuyongjam,1
maasiiña,1
linebre,1
ulalálalo,1
asaguanñija,1
manfatso,1
unquequechogüe,1
sagata,1
ujalalatde,1
manaemetgot,1
manpasensia,1
guinun,1
jasanganñaejon,1
munafanachatsaga,1
guefadaje,1
guiña,1
ninafanmagas,1
unfañangane,1
inapasto,1
unfamaguon,1
batde,1
umapatmada,1
mansenmaañao,1
gadarenos,1
manamagongña,1
sajyao,1
manmanunugo,1
inchichile,1
numananggaja,1
munjajayan,1
ulinie,1
maapupura,1
junaguaguan,1
malamementagüe,1
guefmalago,1
junafunjayan,1
umestototba,1
hija,1
sinanganta,1
machichiguit,1
umanoriya,1
unpinatmada,1
obligasionjo,1
jaapaseñaejon,1
gumasta,1
unjungungog,1
inentregao,1
ufanpinelo,1
ufañaleg,1
lajyan,1
mapangon,1
umemegae,1
mumamayama,1
unmalie,1
manmatotojgue,1
manlatguato,1
minamatungo,1
jucodisia,1
nesesidajo,1
mangode,1
ninamacone,1
obligasionmiyo,1
innachinudan,1
listoyo,1
lalâlâjayo,1
bendas,1
infanguinacha,1
infanninaale,1
tumatago,1
fanmanjonggue,1
jâgâñaja,1
ujaapatta,1
jujatungo,1
unasobbla,1
pumaparayo,1
cumacasaoyo,1
manjinatsa,1
sumasapet,1
jusuplica,1
erensianmiyo,1
finaaela,1
naftanja,1
malinao,1
chaochao,1
tafanmalingo,1
inyamag,1
munafotgon,1
jumagodeja,1
mafanagüeyo,1
mancuinentuse,1
innaayao,1
ninafanmamatquilo,1
osana,1
maestroña,1
baena,1
mapogsaeyo,1
ninanggamo,1
inepeñija,1
eggoyo,1
malco,1
uadodora,1
testigomo,1
ufinalaguaejon,1
junafanmapuno,1
jugogode,1
dumefiendeyo,1
jafatitinasja,1
umayengyong,1
manaagangja,1
jumijot,1
satbadotta,1
magasja,1
manatateja,1
infananaanyo,1
fumamamauleg,1
guinaja,1
gadon,1
hebrea,1
judioyo,1
suegron,1
taegüeyo,1
manituca,1
silisiataotao,1
jaseñas,1
ynagpaña,1
juentrerega,1
utaegüijija,1
pinipilanja,1
fantataeninangga,1
fanyóase,1
lebog,1
ingrato,1
quentosjo,1
umayegjao,1
gueftaguilo,1
manpresoyo,1
testemoniumo,1
ujaachapodong,1
innaaayao,1
utestiguña,1
jiningogmo,1
infanresibe,1
sumasagajaoja,1
unmatagpange,1
janaayao,1
mapipetyo,1
yóase,1
infanjinisga,1
cumuentuseyo,1
manmide,1
pechonmiyo,1
umachúchuda,1
janachetnudan,1
sinedajo,1
jugode,1
umachaochao,1
majoño,1
fanmanae,1
jijotyo,1
mañaulag,1
podongyo,1
infansinentensia,1
uenenra,1
sumetetensia,1
atborotao,1
umeecungog,1
manamañaña,1
unfangata,1
consejon,1
jajustifica,1
diquiqueja,1
malagno,1
manminagagago,1
suabe,1
puru,1
ufanmadasae,1
parejonñija,1
ninafanmanlie,1
naeja,1
ilunñija,1
mangaechetnotsija,1
tumagojam,1
intigue,1
janajanaoyo,1
umajatsayo,1
indadane,1
manmajuchom,1
guafin,1
manbastajam,1
ufinagase,1
güinajanmame,1
mnason,1
janafanmamaepe,1
natda,1
ingüente,1
jasanganen,1
manuugonge,1
adumidide,1
gagumimen,1
anitiña,1
miles,1
maneggo,1
unfanagüe,1
manmanpromesa,1
tumagojao,1
innafagpo,1
chininamo,1
dignogüe,1
sinagoganmame,1
tumalulugua,1
jucousienteja,1
fanmanayuda,1
pottera,1
nasionmame,1
jagüaeya,1
estabajayo,1
ujaadajeja,1
mamalag,1
manajuyong,1
unumae,1
guefmagagao,1
janesisita,1
betsaña,1
guefyaña,1
mamagpo,1
pao,1
ninachachatsaga,1
gaponuluña,1
guefguaguan,1
unnasagayo,1
ninafanmaaañao,1
mapunoña,1
andas,1
lumatguato,1
cumacasao,1
macumplen,1
gumagaojao,1
mangachongchongña,1
nain,1
gaegeuyo,1
causanmiyo,1
atofjo,1
ufanmaofrese,1
unacalamtenyo,1
manamamamaela,1
inimitde,1
poetan,1
chatmiyo,1
tiguang,1
utafanlâlâ,1
utafangalamten,1
utafanguaja,1
sustansiata,1
gastomo,1
faniisao,1
janamaudae,1
naayaoyo,1
jaatanja,1
rasaña,1
jumaso,1
yiniusan,1
jaconsidera,1
fanmanjaso,1
dionisio,1
manachetnudan,1
rinesibegüe,1
matatachongja,1
jaecungogja,1
sinetbeña,1
ufanguentosja,1
gaeamigo,1
dumidibe,1
mama,1
unasiijam,1
nengcanomame,1
ufanecungog,1
guefdeboto,1
guesmanadaje,1
malofanyo,1
inadoranmimiyo,1
inadodoraja,1
uayudayo,1
jufañeñetbeja,1
tinancha,1
upaloyo,1
masiente,1
dámaris,1
apmamam,1
yuusjao,1
unninalamen,1
finijoja,1
tatatmano,1
jadesecha,1
dumesechayo,1
jadesechayo,1
matgo,1
dumesecha,1
ujues,1
sostenes,1
maguasguas,1
cencrea,1
siudanmiyo,1
pumalae,1
adengmame,1
jachetune,1
magagaogüe,1
cayeñija,1
jaconsagra,1
munafanlamen,1
unatunas,1
unana,1
unlâlâ,1
inepemo,1
mañangangane,1
yuosmo,1
usuug,1
machatfino,1
untataetae,1
jâgâmiyo,1
tinietientagüe,1
dumesesea,1
tinagonmiyo,1
ylegmiyo,1
jaentregayo,1
manmanungo,1
tito,1
manadodora,1
crispo,1
ufinatoigüe,1
taotaojao,1
camanmiyo,1
mafatitnas,1
babagüe,1
inicungog,1
manatanjuyong,1
chumuchulejao,1
manaelayeña,1
jaconsuela,1
amfipolis,1
apolonia,1
mabale,1
uunafanmanjujungogjam,1
dinescansa,1
tinige,1
rumecocoge,1
jumujame,1
inañao,1
jadeclararayeja,1
matatngaña,1
japulan,1
manaejao,1
sumususo,1
unafanjuyongjam,1
dichosuña,1
usija,1
infanmaecungog,1
maquinene,1
manadanquinilo,1
siniplicagüe,1
manmapresojam,1
gábbatta,1
ininaña,1
jamja,1
inmanafanjuyong,1
ganta,1
bedega,1
prenedican,1
umanaray,1
raenan,1
infanatungo,1
nafanmato,1
mancanaya,1
inefresengumayuus,1
maataca,1
palabran,1
enbes,1
manayajo,1
ujalaguse,1
famaguonjo,1
estagüejam,1
asodaña,1
umatbororotayo,1
ufaninamot,1
epicureo,1
estoicosija,1
umafagas,1
caducon,1
juplantaye,1
bumiaje,1
cuicuentos,1
inquequefagas,1
amigojo,1
quinilojo,1
chada,1
calulot,1
manafaninestotba,1
corredot,1
maprocura,1
manmaquecone,1
munafanaatlibes,1
cumocontra,1
segurida,1
manmasotta,1
ufanjues,1
unnabuebuente,1
ufanyinite,1
manmannanae,1
junajujuyong,1
matataetae,1
matietientagüe,1
manjulon,1
jayuyuteja,1
ido,1
unafanmetgot,1
manmasajyane,1
guin,1
tiquico,1
tolaeca,1
manananggaja,1
sopater,1
unafalingo,1
pirro,1
upunenaesa,1
tumatiyego,1
ninaejao,1
inagagangejao,1
infanmamatquilo,1
entonces,1
janananggajam,1
ufanuejit,1
sinlibadura,1
manguenesencatga,1
trinaduse,1
umaipe,1
jafaesensija,1
mansenmatujog,1
gresia,1
jaaconsejo,1
urisibe,1
ninalalamenja,1
tafanmatae,1
aapmam,1
buo,1
quince,1
ujachatfino,1
quejanñija,1
patgonjo,1
uconsuela,1
manmamatquiloja,1
ufanafaaela,1
utafanmafaesen,1
ninafanguefmaañao,1
urasonta,1
cheluñija,1
sumusuja,1
manmagmata,1
mannafamatachong,1
ufanmumo,1
estabajam,1
guefinestotba,1
mitilene,1
umugong,1
chio,1
jaumugong,1
samo,1
cuatquiera,1
trogilio,1
infangaemagago,1
unafanjomlo,1
umaudae,1
ufanmanamte,1
inalulula,1
finenenana,1
manaemanojit,1
sanjiloña,1
macháchatgue,1
mutong,1
mannanajomlo,1
sinañgan,1
eutico,1
dumegüeya,1
bentana,1
nafanmatachong,1
guesmaego,1
prinedican,1
patsino,1
jatogtog,1
manmaposjam,1
innafañocho,1
ufanmanaligao,1
mafatoigüe,1
pumuenge,1
utanges,1
manmaamte,1
numesesita,1
madálalag,1
malagoñaja,1
manafanmagong,1
utafanjijita,1
ufanmalagjit,1
gaponiluña,1
innafanjula,1
manmataeñija,1
ufanajafot,1
escuelan,1
tiranno,1
paño,1
ufañuja,1
manaesagañija,1
binanggelio,1
sangaña,1
secretario,1
mangaechenchon,1
unmafagas,1
sceva,1
gaeninasiñaña,1
mangaeliyang,1
judalalagjao,1
manerido,1
utafanmanago,1
unpredica,1
animo,1
maquequechague,1
judalalagja,1
umaonra,1
faye,1
manmanaenmiyo,1
jadufog,1
tinagpangenja,1
fañocho,1
sumagagüe,1
mananima,1
manmanugue,1
dias,1
gosjanasiña,1
alado,1
judespideyo,1
jafanunue,1
costa,1
manmatagpangenmiyo,1
tifinoñija,1
mangonfesat,1
ujananao,1
amigonmame,1
chechota,1
unafanaebale,1
tinataeña,1
templon,1
tinaquiloña,1
ninafanman,1
guefninalaolao,1
ninafangosbubu,1
minamamaela,1
dumescansañaeñaejon,1
nitafanmalag,1
mámamamaela,1
minamafañago,1
famacaca,1
conieyo,1
aristarco,1
dinana,1
jujasusungon,1
manmamanman,1
disipulosija,1
umuusa,1
manyuus,1
umanalistuye,1
majanao,1
ufanmofona,1
uyayajo,1
magica,1
rumesibeyo,1
jaresibeyo,1
leblonñija,1
bandaña,1
mumegagaeña,1
erasto,1
platero,1
manmañoñodajit,1
costumbrenmiyo,1
güinajata,1
manafaninatogüe,1
utatcalon,1
jumapatmada,1
munamalie,1
uninafanmagong,1
clauda,1
pinelonñija,1
ujataca,1
euroclydon,1
jiningogña,1
tentgoña,1
dinespresiaoña,1
satbadotto,1
tinemba,1
quinimple,1
dichosa,1
jenggueyo,1
dichosogüe,1
manmaayuda,1
sirte,1
ingagaoyo,1
janafangoschatsagajam,1
manachadeg,1
tiyanjo,1
jadalalalaque,1
puerton,1
sinaludamo,1
asto,1
tabla,1
ayunat,1
maseñat,1
uninalamen,1
umasircunsida,1
tungomame,1
uninafanaelaye,1
catgaja,1
intingoyo,1
tronoñija,1
miñaase,1
ufanjaso,1
jajonggueñaja,1
puerto,1
sinajguan,1
manmigüinaja,1
ujaquelie,1
fenix,1
canaemameja,1
ninamaañaomo,1
cajâgâ,1
señatja,1
tayutejit,1
tatatmana,1
nobia,1
infanmayute,1
taegüigüijeja,1
jachuchulejajam,1
adratico,1
fanmatotompo,1
biente,1
guefmaborese,1
unjongue,1
jufanuegüe,1
tinagoñija,1
udojao,1
jucuentusejao,1
insagaye,1
madesesea,1
bijoyo,1
utaegüijeja,1
ninaestotba,1
timañocho,1
parentesmo,1
inecungogyo,1
sinaludan,1
tadingo,1
insingon,1
tagana,1
ufaesen,1
minalingo,1
juencatga,1
güetfano,1
minayengyong,1
